account_id,customer_id,branch_id,account_type,open_date,close_date,current_balance,interest_rate,overdraft_limit,status
ACC0000627,C000214,BR024,Money Market,23-12-2023,14-12-2025,0,2.34,0,Closed
ACC0000628,C000448,BR009,Savings,14-06-2020,,12536.91,2.04,0,Active
ACC0000629,C000318,BR012,Certificate of Deposit,20-05-2019,,38851.23,4.56,0,Active
ACC0000630,C000053,BR012,Checking,02-10-2021,14-12-2025,0,0.02,2761.87,Closed
ACC0000631,C000015,BR040,Business Checking,08-11-2022,,27.36,0.22,3096.07,Active
ACC0000632,C000139,BR004,Money Market,29-10-2022,,27805.52,3.83,0,Active
ACC0000633,C000177,BR006,IRA,07-05-2016,14-12-2025,0,4.39,0,Closed
ACC0000634,C000446,BR013,Certificate of Deposit,23-12-2023,,33125.87,4.77,0,Active
ACC0000635,C000208,BR010,Money Market,24-10-2022,,36685.22,2.87,0,Active
ACC0000636,C000020,BR013,Money Market,22-01-2020,,30525.48,3.74,0,Active
ACC0000637,C000418,BR028,Business Checking,23-12-2023,,38615.07,0.96,2716.33,Active
ACC0000638,C000129,BR003,Money Market,23-03-2019,24-08-2024,0,2.46,0,Closed
ACC0000639,C000381,BR024,Certificate of Deposit,25-02-2019,14-12-2025,0,4.2,0,Closed
ACC0000640,C000058,BR020,IRA,17-09-2016,14-12-2025,0,4.4,0,Closed
ACC0000641,C000459,BR006,Business Checking,27-10-2022,,56919.61,0.01,1378.59,Active
ACC0000642,C000370,BR027,Business Checking,28-06-2022,14-12-2025,0,0.97,3751.03,Closed
ACC0000643,C000422,BR016,Money Market,08-10-2019,,27810.32,3.44,0,Active
ACC0000644,C000055,BR003,Savings,04-01-2021,,3074.71,3.69,0,Active
ACC0000645,C000287,BR020,Savings,28-05-2022,,4258.57,2.42,0,Active
ACC0000646,C000397,BR032,IRA,08-10-2021,,16238.78,4.66,0,Active
ACC0000647,C000080,BR019,Money Market,23-09-2023,14-12-2025,0,3.6,0,Closed
ACC0000648,C000437,BR025,Business Checking,23-03-2022,,37141.75,0.04,1763.48,Active
ACC0000649,C000322,BR033,Money Market,06-01-2021,,31214.92,2.16,0,Active
ACC0000650,C000075,BR024,Checking,08-11-2022,,9546.51,0.19,609.42,Active
ACC0000651,C000205,BR037,Certificate of Deposit,26-09-2017,,19549.63,3.16,0,Active
ACC0000652,C000181,BR019,Business Checking,04-10-2020,,30754.41,0.89,3404.63,Active
ACC0000653,C000498,BR033,Money Market,21-08-2021,,11712.5,3.01,0,Active
ACC0000654,C000145,BR011,Business Checking,21-06-2023,,43308.58,0.53,1297,Active
ACC0000655,C000458,BR011,Checking,23-12-2021,,1272.76,0.31,4732.06,Active
ACC0000656,C000288,BR021,Checking,05-05-2023,,5,0.25,4792.68,Active
ACC0000657,C000127,BR002,Money Market,18-01-2021,05-01-2023,0,2.4,0,Closed
ACC0000658,C000103,BR007,Certificate of Deposit,12-02-2021,,12640.07,4.01,0,Active
ACC0000659,C000153,BR014,Business Checking,13-02-2018,14-12-2025,0,0.99,4616.89,Closed
ACC0000660,C000440,BR009,IRA,14-02-2020,14-12-2025,0,2.7,0,Closed
ACC0000661,C000089,BR009,Business Checking,20-11-2017,14-12-2025,0,0.07,2165.71,Closed
ACC0000662,C000437,BR005,Checking,20-09-2022,,258.28,0.43,569.55,Active
ACC0000663,C000295,BR001,Checking,16-07-2023,,9288.43,0.33,4677.43,Active
ACC0000664,C000155,BR030,Business Checking,04-02-2018,,61636.78,0.55,2426.83,Active
ACC0000665,C000142,BR008,Checking,24-04-2020,,5529.26,0.08,4849.95,Active
ACC0000666,C000191,BR002,IRA,28-01-2019,14-12-2025,0,5.66,0,Closed
ACC0000667,C000076,BR001,Business Checking,24-02-2017,,26633.56,0.97,4836.29,Active
ACC0000668,C000237,BR032,Business Checking,10-05-2017,,29096.96,0.52,4338.54,Active
ACC0000669,C000362,BR022,Money Market,21-02-2022,,11860.42,2.19,0,Active
ACC0000670,C000089,BR002,Savings,16-04-2019,14-12-2025,0,3,0,Closed
ACC0000671,C000312,BR038,Money Market,14-04-2022,,69.37,4.97,0,Active
ACC0000672,C000488,BR009,Certificate of Deposit,01-08-2017,,33822.15,5.41,0,Active
ACC0000673,C000108,BR017,Certificate of Deposit,18-06-2021,,36843.6,3.01,0,Active
ACC0000674,C000385,BR027,Savings,28-04-2015,,4464.3,1.52,0,Active
ACC0000675,C000461,BR003,IRA,21-07-2016,,39006.44,3.68,0,Active
ACC0000676,C000491,BR036,Checking,21-12-2020,,17.11,0.04,1825.02,Active
ACC0000677,C000478,BR018,Checking,01-04-2023,,1355.95,0.32,2232.94,Active
ACC0000678,C000264,BR012,IRA,14-05-2018,,59292.46,3.53,0,Active
ACC0000679,C000017,BR016,Business Checking,16-09-2022,,16039.56,0.63,4330.12,Active
ACC0000680,C000351,BR032,IRA,24-06-2020,,54205.76,4.08,0,Active
ACC0000681,C000483,BR018,Certificate of Deposit,20-04-2020,,196.56,4,0,Active
ACC0000682,C000442,BR011,Checking,28-12-2022,,31342.47,0.01,1926.15,Active
ACC0000683,C000349,BR019,IRA,06-07-2023,14-12-2025,0,2.19,0,Closed
ACC0000684,C000086,BR006,Checking,20-12-2022,,5312.11,0.29,1262.72,Active
ACC0000685,C000017,BR031,Certificate of Deposit,28-12-2022,,49285.23,4.19,0,Active
ACC0000686,C000272,BR022,Certificate of Deposit,07-08-2022,,26806.04,4.61,0,Active
ACC0000687,C000485,BR011,Checking,19-07-2019,,1263.9,0.47,3005.61,Active
ACC0000688,C000004,BR011,Checking,11-12-2020,20-10-2023,0,0.29,4712.7,Closed
ACC0000689,C000400,BR016,IRA,10-01-2020,,5,2.67,0,Active
ACC0000690,C000172,BR019,IRA,12-01-2018,,55949.56,4.95,0,Active
ACC0000691,C000365,BR026,IRA,24-09-2015,,22498.68,2.33,0,Active
ACC0000692,C000075,BR033,Checking,30-10-2022,,1481.57,0.19,3632.13,Active
ACC0000693,C000125,BR010,Checking,02-02-2022,,1045.85,0.32,3065.28,Active
ACC0000694,C000495,BR016,Money Market,21-05-2019,,6781.78,2.97,0,Active
ACC0000695,C000231,BR002,Checking,10-06-2023,,22.54,0.23,937.29,Active
ACC0000696,C000221,BR018,Checking,15-11-2020,,25710.45,0.27,3267.53,Active
ACC0000697,C000039,BR040,Money Market,31-03-2023,,45252.22,4.43,0,Active
ACC0000698,C000063,BR004,Certificate of Deposit,09-05-2015,,5014.98,5.76,0,Active
ACC0000699,C000324,BR011,IRA,01-04-2019,,27.53,4.41,0,Active
ACC0000700,C000497,BR030,Checking,15-12-2023,14-12-2025,0,0.47,4955.24,Closed
