card_id,account_id,card_type,issue_date,expiry_date,credit_limit,outstanding_balance,reward_points,is_active,network
CARD000565,ACC0000585,Debit,2022-03-04,2024-04-30,0.0,0.0,29077,No,American Express
CARD000566,ACC0000689,Debit,2020-12-12,2021-03-29,0.0,0.0,21733,No,Mastercard
CARD000567,ACC0000207,Debit,2020-12-10,2021-03-29,0.0,0.0,6497,No,Discover
CARD000568,ACC0000494,Credit,2024-06-09,2025-03-30,39822.01,21759.44,12589,No,American Express
CARD000569,ACC0000392,Debit,2022-03-06,2024-03-02,0.0,0.0,11105,No,Mastercard
CARD000570,ACC0000620,Debit,2019-04-11,2021-12-28,0.0,0.0,30861,No,Discover
CARD000571,ACC0000549,Credit,2024-02-10,2025-09-20,21148.29,1880.68,41645,No,American Express
CARD000572,ACC0000633,Debit,2020-08-29,2020-09-08,0.0,0.0,3695,No,Visa
CARD000573,ACC0000498,Credit,2022-09-22,2023-03-08,28104.16,18719.89,35450,No,Visa
CARD000574,ACC0000528,Credit,2022-11-03,2023-08-13,42891.46,10280.22,31501,No,Visa
CARD000575,ACC0000042,Debit,2019-08-17,2021-09-26,0.0,0.0,11877,No,Visa
CARD000576,ACC0000196,Credit,2023-09-15,2023-11-25,32546.2,5973.72,2959,No,American Express
CARD000577,ACC0000228,Credit,2022-11-02,2025-05-07,24777.66,8072.87,39908,No,Visa
CARD000578,ACC0000475,Credit,2023-02-11,2025-03-08,32680.46,13961.8,35691,No,Mastercard
CARD000579,ACC0000152,Credit,2023-07-21,2025-04-01,14938.06,2235.39,17868,No,Visa
CARD000580,ACC0000629,Credit,2019-07-15,2021-01-05,42214.81,4938.18,6018,No,American Express
CARD000581,ACC0000166,Debit,2022-10-03,2025-04-02,0.0,0.0,12422,No,Discover
CARD000582,ACC0000274,Debit,2019-04-14,2020-11-02,0.0,0.0,14245,No,Visa
CARD000583,ACC0000101,Credit,2022-08-02,2023-11-16,48893.37,38908.31,20315,No,Discover
CARD000584,ACC0000450,Debit,2023-05-06,2024-09-19,0.0,0.0,26449,No,Visa
CARD000585,ACC0000146,Debit,2021-11-25,2024-06-13,0.0,0.0,4005,No,Mastercard
CARD000586,ACC0000016,Debit,2023-02-13,2024-05-30,0.0,0.0,2488,No,Mastercard
CARD000587,ACC0000684,Debit,2023-10-08,2024-07-24,0.0,0.0,87,No,Mastercard
CARD000588,ACC0000062,Debit,2023-07-01,2024-02-09,0.0,0.0,11752,No,American Express
CARD000589,ACC0000284,Debit,2022-10-25,2023-03-26,0.0,0.0,47731,No,American Express
CARD000590,ACC0000047,Credit,2022-08-12,2023-06-12,35674.45,6775.05,11986,No,Mastercard
CARD000591,ACC0000152,Debit,2022-09-30,2024-02-15,0.0,0.0,40451,No,Discover
CARD000592,ACC0000283,Debit,2018-03-12,2019-12-02,0.0,0.0,24836,No,Discover
CARD000593,ACC0000600,Debit,2019-09-01,2020-04-18,0.0,0.0,37402,No,Visa
CARD000594,ACC0000278,Credit,2024-02-03,2025-12-27,23590.75,16146.09,1023,Yes,Mastercard
CARD000595,ACC0000646,Credit,2022-11-21,2024-10-28,5002.14,3877.53,29022,No,Discover
CARD000596,ACC0000423,Debit,2021-10-17,2023-02-17,0.0,0.0,16015,No,Visa
CARD000597,ACC0000514,Debit,2022-01-01,2022-10-10,0.0,0.0,37264,No,Discover
CARD000598,ACC0000563,Credit,2022-01-05,2024-05-22,26338.29,10860.69,11188,No,American Express
CARD000599,ACC0000066,Debit,2023-02-20,2025-10-25,0.0,0.0,49984,No,Mastercard
CARD000600,ACC0000041,Debit,2022-04-19,2025-04-10,0.0,0.0,29167,No,Visa
