payment_id,loan_id,payment_date,scheduled_amount,paid_amount,principal_paid,interest_paid,penalty,days_late,payment_method,status
LP0000497,L000083,2020-12-22,4625.7,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000184,L000083,2021-01-22,4625.7,19805.72,13359.98,5851.57,594.17,8,Cheque,Late
LP0000704,L000083,2021-02-22,4625.7,19805.72,10968.56,8837.16,0.0,0,Credit Card,Paid
LP0000123,L000084,2020-04-09,5593.25,5593.25,3247.36,2345.89,0.0,0,Credit Card,Paid
LP0001175,L000084,2020-05-09,5593.25,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001250,L000084,2020-06-09,5593.25,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001397,L000084,2020-07-09,5593.25,5593.25,4092.38,1500.87,0.0,0,Cash,Paid
LP0000109,L000084,2020-08-09,5593.25,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000602,L000084,2020-09-09,5593.25,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001092,L000085,2023-05-27,6006.96,6006.96,3597.06,2409.9,0.0,0,Auto Debit,Paid
LP0000555,L000085,2023-06-27,6006.96,6006.96,3408.13,2598.83,0.0,0,Bank Transfer,Paid
LP0001792,L000085,2023-07-27,6006.96,6006.96,4038.48,1788.27,180.21,32,Bank Transfer,Late
LP0000709,L000085,2023-08-27,6006.96,6006.96,3383.74,2443.01,180.21,18,Debit Card,Late
LP0000364,L000085,2023-09-27,6006.96,6006.96,3416.3,2590.66,0.0,0,Debit Card,Paid
LP0000689,L000085,2023-10-27,6006.96,6006.96,4475.19,1531.77,0.0,0,Cheque,Paid
LP0000660,L000085,2023-11-27,6006.96,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001604,L000085,2023-12-27,6006.96,6006.96,3926.62,1900.13,180.21,35,Cash,Late
LP0001901,L000086,2022-08-11,6058.46,310795.04,308877.01,1918.03,0.0,0,Online Banking,Paid
LP0001469,L000086,2022-09-11,6058.46,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000056,L000086,2022-10-11,6058.46,6058.46,4447.76,1610.7,0.0,0,Auto Debit,Paid
LP0000345,L000087,2024-01-23,2353.34,2353.34,1484.74,798.0,70.6,13,Bank Transfer,Late
LP0000183,L000087,2024-02-23,2353.34,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001075,L000087,2024-03-23,2353.34,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000620,L000087,2024-04-23,2353.34,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001583,L000087,2024-05-23,2353.34,0.0,0.0,0.0,0.0,0,Online Banking,Pending
LP0001197,L000087,2024-06-23,2353.34,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001752,L000087,2024-07-23,2353.34,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000683,L000088,2022-11-10,4516.61,4516.61,2432.91,1948.2,135.5,40,Credit Card,Late
LP0000611,L000088,2022-12-10,4516.61,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000661,L000088,2023-01-10,4516.61,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000474,L000088,2023-02-10,4516.61,4516.61,3266.21,1114.9,135.5,42,Cheque,Late
LP0001068,L000088,2023-03-10,4516.61,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000972,L000088,2023-04-10,4516.61,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001723,L000088,2023-05-10,4516.61,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001409,L000088,2023-06-10,4516.61,4516.61,2949.41,1431.7,135.5,7,Cheque,Late
LP0000368,L000088,2023-07-10,4516.61,4516.61,3174.34,1206.77,135.5,29,Debit Card,Late
LP0000583,L000089,2022-01-04,2998.73,2998.73,1719.11,1189.66,89.96,5,Bank Transfer,Late
LP0000060,L000089,2022-02-04,2998.73,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0000305,L000089,2022-03-04,2998.73,2998.73,1987.81,920.96,89.96,44,Debit Card,Late
LP0001506,L000089,2022-04-04,2998.73,2998.73,1983.04,925.73,89.96,37,Bank Transfer,Late
LP0001794,L000089,2022-05-04,2998.73,2998.73,1929.41,979.36,89.96,38,Cheque,Late
LP0000435,L000089,2022-06-04,2998.73,2998.73,1934.79,973.98,89.96,37,Cheque,Late
LP0000243,L000089,2022-07-04,2998.73,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001914,L000089,2022-08-04,2998.73,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001669,L000090,2023-12-16,1373.29,1373.29,832.69,540.6,0.0,0,Debit Card,Paid
LP0000114,L000090,2024-01-16,1373.29,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000558,L000090,2024-02-16,1373.29,1373.29,865.77,507.52,0.0,0,Cheque,Paid
LP0001063,L000090,2024-03-16,1373.29,1373.29,851.24,480.85,41.2,2,Debit Card,Late
LP0001321,L000090,2024-04-16,1373.29,1373.29,907.62,465.67,0.0,0,Cheque,Paid
LP0000547,L000090,2024-05-16,1373.29,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000542,L000091,2021-08-06,220.05,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001996,L000091,2021-09-06,220.05,16957.58,16867.96,89.62,0.0,0,Cheque,Paid
LP0000752,L000091,2021-10-06,220.05,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001712,L000091,2021-11-06,220.05,17893.06,17811.76,81.3,0.0,0,Bank Transfer,Paid
LP0000128,L000091,2021-12-06,220.05,220.05,132.19,87.86,0.0,0,Debit Card,Paid
LP0001290,L000092,2021-06-19,2074.86,39861.74,39259.94,601.8,0.0,0,Credit Card,Paid
LP0001920,L000092,2021-07-19,2074.86,34815.49,34016.97,736.27,62.25,36,Bank Transfer,Late
LP0000698,L000092,2021-08-19,2074.86,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001588,L000092,2021-09-19,2074.86,31042.6,30097.0,883.35,62.25,8,Cash,Late
LP0001334,L000092,2021-10-19,2074.86,33731.18,32890.39,840.79,0.0,0,Cheque,Paid
LP0000813,L000092,2021-11-19,2074.86,39252.56,38672.72,579.84,0.0,0,Credit Card,Paid
LP0001163,L000092,2021-12-19,2074.86,2074.86,1172.5,902.36,0.0,0,Cash,Paid
LP0001841,L000093,2020-07-11,11601.28,11601.28,7911.23,3342.01,348.04,44,Debit Card,Late
LP0001571,L000093,2020-08-11,11601.28,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000966,L000093,2020-09-11,11601.28,11601.28,6771.59,4829.69,0.0,0,Cash,Paid
LP0001815,L000093,2020-10-11,11601.28,11601.28,7730.79,3522.45,348.04,16,Debit Card,Late
LP0001679,L000093,2020-11-11,11601.28,11601.28,7932.62,3668.66,0.0,0,Cash,Paid
LP0001328,L000093,2020-12-11,11601.28,11601.28,6715.63,4885.65,0.0,0,Cash,Paid
LP0000444,L000093,2021-01-11,11601.28,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000667,L000094,2023-06-18,2952.92,2952.92,2026.37,837.96,88.59,29,Cheque,Late
LP0001877,L000094,2023-07-18,2952.92,2952.92,2102.44,850.48,0.0,0,Debit Card,Paid
LP0000283,L000094,2023-08-18,2952.92,2952.92,2208.67,744.25,0.0,0,Bank Transfer,Paid
LP0000973,L000094,2023-09-18,2952.92,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001762,L000094,2023-10-18,2952.92,2952.92,1710.94,1241.98,0.0,0,Debit Card,Paid
LP0000220,L000094,2023-11-18,2952.92,2952.92,1911.92,1041.0,0.0,0,Cheque,Paid
LP0001053,L000094,2023-12-18,2952.92,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000147,L000095,2023-04-05,519.28,519.28,320.95,198.33,0.0,0,Online Banking,Paid
LP0001677,L000095,2023-05-05,519.28,519.28,375.77,127.93,15.58,1,Online Banking,Late
LP0001436,L000095,2023-06-05,519.28,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001923,L000095,2023-07-05,519.28,519.28,372.04,131.66,15.58,22,Debit Card,Late
LP0000943,L000095,2023-08-05,519.28,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001584,L000095,2023-09-05,519.28,519.28,359.47,159.81,0.0,0,Debit Card,Paid
LP0000836,L000095,2023-10-05,519.28,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001802,L000095,2023-11-05,519.28,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0001169,L000095,2023-12-05,519.28,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001372,L000096,2023-07-06,36422.16,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000442,L000096,2023-08-06,36422.16,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000020,L000096,2023-09-06,36422.16,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001785,L000096,2023-10-06,36422.16,36422.16,26787.74,9634.42,0.0,0,Bank Transfer,Paid
LP0000461,L000096,2023-11-06,36422.16,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000272,L000096,2023-12-06,36422.16,36422.16,21041.61,14287.89,1092.66,32,Debit Card,Late
LP0001869,L000097,2020-08-09,4870.07,13353.09,11626.3,1726.79,0.0,0,Online Banking,Paid
LP0000488,L000097,2020-09-09,4870.07,12730.94,10773.62,1957.32,0.0,0,Bank Transfer,Paid
LP0001667,L000097,2020-10-09,4870.07,12316.08,10205.04,1964.94,146.1,29,Cash,Late
LP0000316,L000097,2020-11-09,4870.07,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000410,L000097,2020-12-09,4870.07,13112.9,11297.11,1815.79,0.0,0,Debit Card,Paid
LP0001984,L000097,2021-01-09,4870.07,13504.33,11833.58,1670.75,0.0,0,Bank Transfer,Paid
LP0001546,L000097,2021-02-09,4870.07,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001036,L000097,2021-03-09,4870.07,23819.93,22563.51,1256.42,0.0,0,Debit Card,Paid
LP0001408,L000097,2021-04-09,4870.07,14180.4,12760.16,1274.14,146.1,44,Cash,Late
LP0001122,L000097,2021-05-09,4870.07,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000858,L000097,2021-06-09,4870.07,12224.49,10079.51,1998.88,146.1,11,Cheque,Late
LP0000544,L000097,2021-07-09,4870.07,4870.07,2812.19,2057.88,0.0,0,Cheque,Paid
LP0000092,L000098,2021-06-19,1406.06,28410.18,28041.97,368.21,0.0,0,Debit Card,Paid
LP0000540,L000098,2021-07-19,1406.06,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001999,L000098,2021-08-19,1406.06,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001928,L000098,2021-09-19,1406.06,23226.94,22629.0,555.76,42.18,2,Credit Card,Late
LP0000630,L000098,2021-10-19,1406.06,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000138,L000098,2021-11-19,1406.06,1406.06,1019.94,386.12,0.0,0,Cash,Paid
LP0001093,L000099,2020-05-20,1472.84,25655.64,25655.64,0.0,0.0,0,Auto Debit,Paid
LP0000567,L000099,2020-06-20,1472.84,25655.64,25655.64,0.0,0.0,0,Cash,Paid
LP0001927,L000099,2020-07-20,1472.84,25655.64,25655.64,0.0,0.0,0,Debit Card,Paid
LP0001280,L000099,2020-08-20,1472.84,25655.64,25655.64,0.0,0.0,0,Cheque,Paid
LP0000871,L000099,2020-09-20,1472.84,25655.64,25655.64,0.0,0.0,0,Bank Transfer,Paid
LP0000172,L000099,2020-10-20,1472.84,25655.64,25655.64,0.0,0.0,0,Cash,Paid
LP0000034,L000099,2020-11-20,1472.84,25655.64,25655.64,0.0,0.0,0,Credit Card,Paid
LP0000313,L000099,2020-12-20,1472.84,25655.64,25655.64,0.0,0.0,0,Bank Transfer,Paid
LP0000308,L000099,2021-01-20,1472.84,25655.64,25655.64,0.0,0.0,0,Debit Card,Paid
LP0000561,L000099,2021-02-20,1472.84,25655.65,25655.65,0.0,0.0,0,Cash,Paid
LP0000270,L000100,2021-12-26,5125.11,5125.11,3260.78,1710.58,153.75,42,Debit Card,Late
LP0001645,L000100,2022-01-26,5125.11,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001566,L000100,2022-02-26,5125.11,5125.11,2929.67,2041.69,153.75,42,Cheque,Late
LP0001555,L000100,2022-03-26,5125.11,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001441,L000100,2022-04-26,5125.11,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000367,L000100,2022-05-26,5125.11,5125.11,2790.86,2180.5,153.75,35,Cheque,Late
LP0000438,L000100,2022-06-26,5125.11,5125.11,3712.15,1259.21,153.75,5,Cash,Late
LP0000650,L000101,2023-05-20,3209.23,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001120,L000101,2023-06-20,3209.23,3209.23,1955.45,1157.5,96.28,5,Debit Card,Late
LP0000593,L000101,2023-07-20,3209.23,3209.23,1834.73,1278.22,96.28,9,Cash,Late
LP0000768,L000101,2023-08-20,3209.23,3209.23,1904.77,1304.46,0.0,0,Debit Card,Paid
LP0001083,L000101,2023-09-20,3209.23,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001618,L000101,2023-10-20,3209.23,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001309,L000101,2023-11-20,3209.23,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001746,L000102,2023-04-05,12677.81,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001368,L000102,2023-05-05,12677.81,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000390,L000102,2023-06-05,12677.81,12677.81,9157.32,3520.49,0.0,0,Bank Transfer,Paid
LP0001732,L000103,2020-07-07,1735.7,1735.7,957.95,725.68,52.07,3,Debit Card,Late
LP0000742,L000103,2020-08-07,1735.7,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001086,L000103,2020-09-07,1735.7,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000116,L000103,2020-10-07,1735.7,1735.7,1205.62,478.01,52.07,10,Debit Card,Late
LP0000214,L000103,2020-11-07,1735.7,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001220,L000104,2023-03-07,517.72,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0000676,L000104,2023-04-07,517.72,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001795,L000104,2023-05-07,517.72,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000626,L000104,2023-06-07,517.72,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0001591,L000104,2023-07-07,517.72,517.72,293.44,224.28,0.0,0,Cheque,Paid
LP0000496,L000104,2023-08-07,517.72,517.72,346.71,155.48,15.53,37,Cheque,Late
LP0001697,L000104,2023-09-07,517.72,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000285,L000104,2023-10-07,517.72,517.72,347.62,154.57,15.53,32,Bank Transfer,Late
LP0001288,L000105,2023-10-06,1404.63,143322.13,142787.31,534.82,0.0,0,Bank Transfer,Paid
LP0000762,L000105,2023-11-06,1404.63,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001724,L000105,2023-12-06,1404.63,1404.63,876.95,527.68,0.0,0,Online Banking,Paid
LP0000749,L000106,2023-10-25,3654.36,121683.37,120176.69,1506.68,0.0,0,Credit Card,Paid
LP0000805,L000106,2023-11-25,3654.36,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000035,L000106,2023-12-25,3654.36,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0001326,L000106,2024-01-25,3654.36,0.0,0.0,0.0,0.0,0,Auto Debit,Pending
LP0001731,L000106,2024-02-25,3654.36,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001228,L000106,2024-03-25,3654.36,113866.36,112217.44,1539.29,109.63,27,Online Banking,Late
LP0001094,L000106,2024-04-25,3654.36,130589.07,129244.44,1344.63,0.0,0,Cash,Paid
LP0001510,L000107,2023-04-22,36946.9,36946.9,20904.35,14934.14,1108.41,24,Bank Transfer,Late
LP0000353,L000107,2023-05-22,36946.9,36946.9,21966.6,13871.89,1108.41,30,Bank Transfer,Late
LP0000946,L000107,2023-06-22,36946.9,36946.9,25105.94,10732.55,1108.41,42,Cash,Late
LP0001620,L000107,2023-07-22,36946.9,36946.9,24408.66,11429.83,1108.41,3,Cash,Late
LP0001548,L000107,2023-08-22,36946.9,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000792,L000107,2023-09-22,36946.9,36946.9,26103.43,10843.47,0.0,0,Credit Card,Paid
LP0000240,L000107,2023-10-22,36946.9,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001989,L000107,2023-11-22,36946.9,36946.9,26677.39,10269.51,0.0,0,Debit Card,Paid
LP0001028,L000108,2023-06-26,2078.35,24491.92,23872.82,619.1,0.0,0,Bank Transfer,Paid
LP0001399,L000108,2023-07-26,2078.35,20673.2,19805.48,867.72,0.0,0,Bank Transfer,Paid
LP0001803,L000108,2023-08-26,2078.35,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001925,L000108,2023-09-26,2078.35,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000512,L000108,2023-10-26,2078.35,22409.92,21655.27,692.3,62.35,41,Cash,Late
LP0001348,L000108,2023-11-26,2078.35,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001275,L000108,2023-12-26,2078.35,25769.99,25234.1,535.89,0.0,0,Cheque,Paid
LP0001998,L000109,2021-07-25,7250.25,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000418,L000109,2021-08-25,7250.25,15057.99,9928.06,5129.93,0.0,0,Debit Card,Paid
LP0001728,L000109,2021-09-25,7250.25,15057.99,8416.15,6641.84,0.0,0,Bank Transfer,Paid
LP0000241,L000110,2020-11-23,6192.81,28483.74,15860.28,11768.95,854.51,1,Cheque,Late
LP0000552,L000110,2020-12-23,6192.81,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001867,L000110,2021-01-23,6192.81,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0001605,L000110,2021-02-23,6192.81,28483.74,16233.09,11396.14,854.51,41,Auto Debit,Late
LP0001082,L000110,2021-03-23,6192.81,28483.74,17707.67,10776.07,0.0,0,Auto Debit,Paid
LP0000295,L000111,2022-04-10,2023.38,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000021,L000111,2022-05-10,2023.38,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001011,L000111,2022-06-10,2023.38,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0001336,L000111,2022-07-10,2023.38,2023.38,1324.55,638.13,60.7,26,Online Banking,Late
LP0000632,L000111,2022-08-10,2023.38,2023.38,1382.85,640.53,0.0,0,Bank Transfer,Paid
LP0001690,L000111,2022-09-10,2023.38,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001229,L000111,2022-10-10,2023.38,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001865,L000111,2022-11-10,2023.38,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001297,L000111,2022-12-10,2023.38,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000171,L000112,2023-07-02,5828.26,5828.26,4093.99,1559.42,174.85,14,Cash,Late
LP0000996,L000112,2023-08-02,5828.26,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000164,L000112,2023-09-02,5828.26,5828.26,3674.61,1978.8,174.85,21,Cheque,Late
LP0001395,L000112,2023-10-02,5828.26,5828.26,4089.37,1564.04,174.85,33,Bank Transfer,Late
LP0001915,L000112,2023-11-02,5828.26,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000136,L000112,2023-12-02,5828.26,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001514,L000113,2024-01-23,30748.59,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001317,L000113,2024-02-23,30748.59,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000163,L000113,2024-03-23,30748.59,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001632,L000113,2024-04-23,30748.59,173947.72,164566.68,9381.04,0.0,0,Cash,Paid
LP0000994,L000113,2024-05-23,30748.59,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0002000,L000113,2024-06-23,30748.59,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000573,L000113,2024-07-23,30748.59,161076.07,152582.15,7571.46,922.46,32,Bank Transfer,Late
LP0000640,L000113,2024-08-23,30748.59,30748.59,18816.88,11931.71,0.0,0,Bank Transfer,Paid
LP0001568,L000114,2022-12-05,1768.2,1768.2,1050.49,717.71,0.0,0,Credit Card,Paid
LP0000860,L000114,2023-01-05,1768.2,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000422,L000114,2023-02-05,1768.2,0.0,0.0,0.0,0.0,0,Online Banking,Pending
LP0001954,L000114,2023-03-05,1768.2,1768.2,1211.5,503.65,53.05,19,Cash,Late
LP0000652,L000114,2023-04-05,1768.2,1768.2,987.88,727.27,53.05,38,Bank Transfer,Late
LP0001812,L000114,2023-05-05,1768.2,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000617,L000114,2023-06-05,1768.2,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000360,L000115,2022-07-19,4484.17,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001365,L000115,2022-08-19,4484.17,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001525,L000115,2022-09-19,4484.17,4484.17,3096.49,1387.68,0.0,0,Credit Card,Paid
LP0000562,L000115,2022-10-19,4484.17,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001443,L000115,2022-11-19,4484.17,4484.17,3326.37,1157.8,0.0,0,Credit Card,Paid
LP0000213,L000116,2024-01-08,2274.41,94265.59,93536.64,660.72,68.23,27,Credit Card,Late
LP0001553,L000116,2024-02-08,2274.41,2274.41,1667.85,606.56,0.0,0,Cheque,Paid
LP0000997,L000117,2020-06-20,323.09,323.09,205.85,117.24,0.0,0,Debit Card,Paid
LP0000678,L000117,2020-07-20,323.09,323.09,221.63,101.46,0.0,0,Bank Transfer,Paid
LP0000473,L000117,2020-08-20,323.09,323.09,181.35,141.74,0.0,0,Online Banking,Paid
LP0001209,L000117,2020-09-20,323.09,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0001627,L000117,2020-10-20,323.09,323.09,199.57,113.83,9.69,34,Debit Card,Late
LP0001808,L000117,2020-11-20,323.09,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001958,L000117,2020-12-20,323.09,323.09,191.18,131.91,0.0,0,Bank Transfer,Paid
LP0001486,L000117,2021-01-20,323.09,323.09,198.96,124.13,0.0,0,Credit Card,Paid
LP0001817,L000118,2022-09-04,2781.68,2781.68,1493.66,1204.57,83.45,4,Bank Transfer,Late
LP0000978,L000118,2022-10-04,2781.68,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0000892,L000118,2022-11-04,2781.68,2781.68,1519.42,1178.81,83.45,40,Cheque,Late
LP0001921,L000118,2022-12-04,2781.68,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000504,L000118,2023-01-04,2781.68,2781.68,1729.13,969.1,83.45,1,Credit Card,Late
LP0000350,L000118,2023-02-04,2781.68,2781.68,1689.82,1091.86,0.0,0,Credit Card,Paid
LP0001617,L000118,2023-03-04,2781.68,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000486,L000119,2022-08-19,10570.14,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0000112,L000119,2022-09-19,10570.14,10570.14,7191.03,3379.11,0.0,0,Debit Card,Paid
LP0001225,L000119,2022-10-19,10570.14,0.0,0.0,0.0,0.0,0,Online Banking,Pending
LP0000069,L000119,2022-11-19,10570.14,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001055,L000119,2022-12-19,10570.14,10570.14,7488.42,2764.62,317.1,14,Debit Card,Late
LP0001957,L000119,2023-01-19,10570.14,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001112,L000119,2023-02-19,10570.14,10570.14,6834.96,3735.18,0.0,0,Bank Transfer,Paid
LP0000156,L000119,2023-03-19,10570.14,10570.14,6471.14,3781.9,317.1,17,Credit Card,Late
LP0000507,L000119,2023-04-19,10570.14,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0000229,L000119,2023-05-19,10570.14,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000132,L000120,2023-02-28,3623.32,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000733,L000120,2023-03-30,3623.32,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001773,L000120,2023-04-30,3623.32,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000722,L000120,2023-05-30,3623.32,3623.32,2359.14,1264.18,0.0,0,Cash,Paid
LP0000017,L000120,2023-06-30,3623.32,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001655,L000121,2022-06-25,5062.99,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001268,L000121,2022-07-25,5062.99,5062.99,2833.03,2078.07,151.89,11,Cheque,Late
LP0000177,L000121,2022-08-25,5062.99,5062.99,3490.3,1420.8,151.89,41,Online Banking,Late
LP0001424,L000121,2022-09-25,5062.99,5062.99,3003.25,1907.85,151.89,25,Cheque,Late
LP0001139,L000121,2022-10-25,5062.99,5062.99,2796.29,2114.81,151.89,23,Cash,Late
LP0000023,L000121,2022-11-25,5062.99,5062.99,2859.89,2051.21,151.89,28,Cash,Late
LP0000877,L000121,2022-12-25,5062.99,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000281,L000122,2021-07-07,4485.9,4485.9,3079.58,1271.74,134.58,25,Cash,Late
LP0000374,L000122,2021-08-07,4485.9,4485.9,2757.17,1594.15,134.58,24,Credit Card,Late
LP0000192,L000122,2021-09-07,4485.9,4485.9,3176.49,1309.41,0.0,0,Debit Card,Paid
LP0001847,L000122,2021-10-07,4485.9,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001054,L000122,2021-11-07,4485.9,4485.9,2484.2,1867.12,134.58,22,Credit Card,Late
LP0001937,L000122,2021-12-07,4485.9,4485.9,2670.41,1680.91,134.58,3,Cheque,Late
LP0000947,L000122,2022-01-07,4485.9,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0001079,L000123,2023-05-13,7237.0,0.0,0.0,0.0,0.0,0,Auto Debit,Pending
LP0000915,L000123,2023-06-13,7237.0,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000730,L000123,2023-07-13,7237.0,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000609,L000123,2023-08-13,7237.0,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001189,L000123,2023-09-13,7237.0,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0001882,L000124,2021-01-24,42226.56,452853.11,434383.68,18469.43,0.0,0,Cash,Paid
LP0000887,L000124,2021-02-24,42226.56,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000394,L000124,2021-03-24,42226.56,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001910,L000124,2021-04-24,42226.56,42226.56,27304.49,14922.07,0.0,0,Cheque,Paid
LP0000197,L000125,2021-04-20,1867.37,46358.13,46358.13,0.0,0.0,0,Debit Card,Paid
LP0000326,L000125,2021-05-20,1867.37,46358.13,46358.13,0.0,0.0,0,Cash,Paid
