transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,channel,description,balance_after,status
TXN00003573,ACC0000284,2022-10-22,16:33:00,ATM Withdrawal,14440.34,ATM,Utility,36653.08,Completed
TXN00003552,ACC0000284,2022-11-20,21:02:00,Debit,2549.12,Online,Utility,34103.96,Completed
TXN00001437,ACC0000284,2023-01-13,16:16:00,Transfer,1369.48,Wire Transfer,Investment,32734.48,Completed
TXN00004335,ACC0000284,2023-01-27,12:26:00,Fee,1136.78,Online,Utility,31597.7,Completed
TXN00004823,ACC0000284,2023-03-18,9:00:00,Debit,10927.55,Online,Rent,31597.7,Failed
TXN00000182,ACC0000284,2023-03-27,9:19:00,Transfer,13031.63,Wire Transfer,Rent,31597.7,Pending
TXN00001966,ACC0000284,2023-04-23,11:49:00,Debit,7079.25,Online,Rent,31597.7,Pending
TXN00002184,ACC0000284,2023-06-13,15:16:00,Transfer,4024.04,Mobile,Transfer,27573.66,Completed
TXN00003279,ACC0000284,2023-07-20,19:52:00,Fee,14247.02,Mobile,Utility,27573.66,Failed
TXN00002938,ACC0000284,2023-12-07,15:52:00,Credit,910.23,Online,Salary,28483.89,Completed
TXN00000530,ACC0000284,2023-12-31,11:16:00,Credit,8554.8,Mobile,Refund,37038.69,Completed
TXN00004749,ACC0000284,2024-05-20,19:41:00,Credit,9119.14,Branch,Investment,37038.69,Failed
TXN00000217,ACC0000285,2022-01-16,9:56:00,Fee,9869.7,Online,Utility,53202.1,Pending
TXN00001955,ACC0000285,2022-02-11,22:50:00,Credit,9082.09,Mobile,Salary,53202.1,Failed
TXN00003769,ACC0000285,2022-08-04,15:48:00,Debit,10207.93,Mobile,Rent,42994.17,Completed
TXN00002533,ACC0000285,2022-10-17,14:00:00,ATM Withdrawal,5329.2,ATM,Purchase,42994.17,Pending
TXN00001462,ACC0000285,2024-05-09,13:32:00,Credit,3312.12,Mobile,Refund,42994.17,Failed
TXN00003444,ACC0000286,2022-01-01,15:47:00,Transfer,10054.45,Online,Investment,1732.67,Completed
TXN00003625,ACC0000286,2022-04-18,15:55:00,Interest,2773.86,Branch,Investment,1732.67,Failed
TXN00003914,ACC0000286,2022-05-07,8:47:00,Credit,5706.05,Branch,Salary,1732.67,Pending
TXN00002246,ACC0000286,2022-12-12,8:11:00,Transfer,14578.3,Wire Transfer,Investment,1732.67,Failed
TXN00001601,ACC0000286,2023-09-14,20:11:00,ATM Withdrawal,1546.2,ATM,Rent,186.47,Completed
TXN00003151,ACC0000286,2024-06-26,8:46:00,ATM Withdrawal,5177.76,ATM,Utility,186.47,Pending
TXN00004626,ACC0000286,2024-09-25,20:33:00,Fee,181.47,Mobile,Utility,5.0,Completed
TXN00003654,ACC0000287,2022-10-30,12:34:00,Credit,11824.71,Online,Refund,5014.59,Pending
TXN00001922,ACC0000287,2024-02-26,19:46:00,Transfer,2520.4,Wire Transfer,Investment,2494.19,Completed
TXN00001054,ACC0000287,2024-04-24,18:26:00,Debit,2222.09,POS,Purchase,272.1,Completed
TXN00000747,ACC0000287,2024-04-27,19:16:00,Fee,189.56,Online,Utility,82.54,Completed
TXN00004117,ACC0000287,2024-05-26,22:00:00,Transfer,3390.0,Online,Investment,82.54,Failed
TXN00002492,ACC0000288,2016-02-06,9:44:00,Credit,2220.65,Mobile,Salary,5280.71,Pending
TXN00000807,ACC0000288,2016-05-20,17:33:00,Interest,2118.31,Branch,Investment,7399.02,Completed
TXN00004866,ACC0000288,2019-05-04,9:07:00,Debit,481.94,Online,Utility,6917.08,Completed
TXN00001321,ACC0000288,2022-02-17,15:36:00,Credit,10422.05,Online,Refund,6917.08,Pending
TXN00003675,ACC0000288,2022-02-23,16:39:00,Interest,11189.22,Branch,Investment,6917.08,Failed
TXN00002775,ACC0000289,2022-10-09,17:58:00,Transfer,5403.95,Mobile,Transfer,5695.43,Completed
TXN00001213,ACC0000289,2023-07-12,17:19:00,Transfer,4807.47,Branch,Rent,887.96,Completed
TXN00003711,ACC0000289,2024-05-29,16:27:00,Credit,3831.48,Branch,Refund,887.96,Failed
TXN00003777,ACC0000290,2022-01-06,14:09:00,Interest,11191.64,Branch,Investment,10372.1,Failed
TXN00001490,ACC0000290,2022-05-15,21:44:00,ATM Withdrawal,9260.73,ATM,Rent,1111.37,Completed
TXN00003726,ACC0000290,2023-03-26,18:12:00,Interest,7873.19,Branch,Investment,1111.37,Pending
TXN00000693,ACC0000290,2023-08-02,9:59:00,Transfer,6626.12,Mobile,Investment,1111.37,Failed
TXN00004309,ACC0000290,2023-08-03,13:33:00,ATM Withdrawal,5523.55,ATM,Purchase,1111.37,Pending
TXN00004270,ACC0000290,2023-08-30,21:23:00,Debit,3964.6,Online,Purchase,1111.37,Pending
TXN00003799,ACC0000290,2023-09-09,19:02:00,Fee,658.92,Mobile,Utility,1111.37,Failed
TXN00000838,ACC0000290,2024-04-07,11:23:00,ATM Withdrawal,14575.65,ATM,Utility,1111.37,Pending
TXN00003534,ACC0000291,2023-05-22,18:50:00,Debit,8202.16,POS,Purchase,5613.38,Completed
TXN00001578,ACC0000291,2023-06-24,10:57:00,Credit,13008.11,Branch,Salary,5613.38,Failed
TXN00000664,ACC0000291,2023-08-03,9:29:00,Credit,6470.36,Branch,Investment,5613.38,Failed
TXN00000656,ACC0000291,2024-09-08,16:50:00,Transfer,4811.1,Mobile,Rent,802.28,Completed
TXN00004210,ACC0000291,2024-11-22,11:47:00,Interest,3436.2,Branch,Investment,802.28,Failed
TXN00000031,ACC0000292,2023-08-22,13:16:00,ATM Withdrawal,12176.63,ATM,Rent,8010.76,Pending
TXN00000107,ACC0000292,2023-08-25,11:52:00,Transfer,12358.44,Mobile,Rent,8010.76,Pending
TXN00003620,ACC0000292,2023-11-25,21:36:00,Fee,5819.8,Online,Utility,8010.76,Pending
TXN00002358,ACC0000292,2024-02-28,16:24:00,Interest,1722.4,Branch,Investment,8010.76,Pending
TXN00004548,ACC0000292,2024-10-09,21:02:00,ATM Withdrawal,12284.82,ATM,Rent,8010.76,Pending
TXN00002854,ACC0000292,2024-10-30,10:41:00,Credit,12216.02,Online,Refund,8010.76,Failed
TXN00001077,ACC0000293,2024-01-28,9:16:00,Interest,2504.35,Branch,Investment,50165.9,Pending
TXN00000890,ACC0000293,2024-03-21,16:42:00,Debit,14780.07,POS,Purchase,50165.9,Pending
TXN00000759,ACC0000293,2024-04-18,22:21:00,Debit,10175.48,POS,Utility,39990.42,Completed
TXN00000941,ACC0000294,2022-09-07,12:45:00,ATM Withdrawal,14213.49,ATM,Purchase,21953.81,Failed
TXN00003623,ACC0000294,2022-10-03,14:35:00,Interest,5580.79,Branch,Investment,27534.6,Completed
TXN00002544,ACC0000294,2023-03-15,18:47:00,Fee,8173.77,Online,Utility,27534.6,Failed
TXN00000904,ACC0000294,2023-07-09,17:44:00,Transfer,8491.48,Branch,Investment,19043.12,Completed
TXN00003753,ACC0000294,2023-11-21,22:45:00,Fee,12210.2,Branch,Utility,6832.92,Completed
TXN00002456,ACC0000295,2022-06-20,20:13:00,Transfer,516.57,Wire Transfer,Rent,13536.04,Completed
TXN00001247,ACC0000295,2022-07-16,17:34:00,Debit,9156.48,POS,Utility,13536.04,Pending
TXN00003991,ACC0000295,2023-01-16,14:27:00,Transfer,11891.64,Branch,Transfer,13536.04,Pending
TXN00003049,ACC0000295,2024-05-21,8:28:00,ATM Withdrawal,13059.82,ATM,Utility,13536.04,Failed
TXN00004727,ACC0000295,2024-08-15,20:52:00,Fee,3655.77,Online,Utility,13536.04,Failed
TXN00003370,ACC0000296,2022-03-02,14:09:00,ATM Withdrawal,2139.99,ATM,Rent,52345.65,Completed
TXN00002272,ACC0000296,2022-07-15,12:10:00,Transfer,4816.14,Online,Rent,47529.51,Completed
TXN00002845,ACC0000296,2023-02-19,17:10:00,Debit,12715.22,Mobile,Utility,47529.51,Pending
TXN00003546,ACC0000296,2023-08-31,18:27:00,Debit,852.86,Online,Purchase,47529.51,Pending
TXN00000980,ACC0000296,2023-11-27,10:14:00,Fee,14820.93,Mobile,Utility,32708.58,Completed
TXN00003381,ACC0000296,2024-03-18,11:24:00,ATM Withdrawal,5392.65,ATM,Utility,32708.58,Pending
TXN00003127,ACC0000296,2024-10-22,11:36:00,Credit,5194.74,Mobile,Refund,32708.58,Failed
TXN00001369,ACC0000296,2024-11-13,20:45:00,Debit,409.73,POS,Purchase,32298.85,Completed
TXN00002130,ACC0000296,2024-12-08,13:01:00,Transfer,14709.61,Mobile,Rent,32298.85,Pending
TXN00004661,ACC0000297,2022-06-26,9:13:00,Interest,9661.77,Online,Investment,2922.55,Failed
TXN00003907,ACC0000297,2022-07-09,10:57:00,Transfer,6202.45,Branch,Rent,2922.55,Pending
TXN00003446,ACC0000297,2022-10-01,22:49:00,Transfer,14829.09,Online,Transfer,2922.55,Failed
TXN00000839,ACC0000297,2022-11-27,11:00:00,Interest,728.7,Online,Investment,2922.55,Pending
TXN00000418,ACC0000297,2023-06-18,10:40:00,ATM Withdrawal,1680.18,ATM,Rent,1242.37,Completed
TXN00000817,ACC0000297,2023-06-28,20:11:00,Transfer,572.15,Branch,Transfer,670.22,Completed
TXN00000924,ACC0000297,2023-07-11,22:03:00,Transfer,5100.43,Wire Transfer,Rent,670.22,Pending
TXN00004381,ACC0000297,2024-04-24,17:54:00,Credit,3350.86,Branch,Salary,670.22,Failed
TXN00003173,ACC0000297,2024-12-12,10:47:00,Fee,2500.42,Branch,Utility,670.22,Pending
TXN00000613,ACC0000298,2022-09-03,12:02:00,Transfer,5921.94,Online,Rent,30506.16,Failed
TXN00003364,ACC0000298,2022-12-12,18:35:00,Fee,9925.87,Mobile,Utility,20580.29,Completed
TXN00004609,ACC0000298,2023-04-18,16:41:00,Credit,6442.69,Online,Refund,20580.29,Failed
TXN00002370,ACC0000298,2023-07-04,14:31:00,ATM Withdrawal,8978.34,ATM,Purchase,20580.29,Failed
TXN00001432,ACC0000298,2023-08-31,12:34:00,Interest,8314.8,Branch,Investment,20580.29,Pending
TXN00003748,ACC0000298,2023-09-30,22:44:00,ATM Withdrawal,8660.73,ATM,Utility,11919.56,Completed
TXN00000391,ACC0000299,2022-08-04,12:42:00,Transfer,737.31,Online,Investment,5069.78,Completed
TXN00004791,ACC0000299,2022-08-16,19:55:00,Transfer,6445.64,Wire Transfer,Transfer,5069.78,Failed
TXN00002081,ACC0000299,2023-01-12,8:04:00,Fee,2663.48,Branch,Utility,2406.3,Completed
TXN00000827,ACC0000299,2023-04-03,8:58:00,Transfer,1527.78,Wire Transfer,Rent,878.52,Completed
TXN00002984,ACC0000299,2023-04-07,15:09:00,Debit,9312.12,Online,Purchase,878.52,Pending
TXN00004825,ACC0000299,2023-07-15,19:08:00,ATM Withdrawal,4178.73,ATM,Utility,878.52,Pending
TXN00002585,ACC0000299,2023-09-16,19:46:00,Interest,14787.01,Branch,Investment,15665.53,Completed
TXN00004102,ACC0000299,2024-01-17,22:12:00,Credit,3038.41,Online,Investment,15665.53,Pending
TXN00001201,ACC0000299,2024-01-24,22:10:00,Credit,1010.29,Online,Investment,15665.53,Pending
TXN00002581,ACC0000299,2024-08-29,13:22:00,Transfer,10349.14,Online,Transfer,15665.53,Pending
TXN00002569,ACC0000299,2024-09-28,9:05:00,ATM Withdrawal,3804.06,ATM,Utility,15665.53,Failed
TXN00002917,ACC0000299,2024-11-07,22:51:00,Fee,13211.05,Branch,Utility,2454.48,Completed
TXN00003948,ACC0000300,2022-02-02,19:23:00,Credit,1321.61,Mobile,Refund,12418.71,Pending
TXN00002914,ACC0000300,2022-05-04,10:30:00,Interest,672.2,Branch,Investment,12418.71,Failed
TXN00002216,ACC0000300,2022-06-24,21:15:00,Interest,11556.2,Online,Investment,12418.71,Failed
TXN00000066,ACC0000300,2022-08-31,13:12:00,ATM Withdrawal,2166.34,ATM,Rent,10252.37,Completed
TXN00001045,ACC0000300,2022-09-17,9:43:00,ATM Withdrawal,4715.13,ATM,Purchase,10252.37,Pending
TXN00003131,ACC0000300,2022-11-23,20:00:00,Debit,12484.65,POS,Rent,10252.37,Failed
TXN00003125,ACC0000300,2023-02-07,21:54:00,Credit,2981.61,Branch,Investment,13233.98,Completed
TXN00002967,ACC0000300,2024-04-15,13:01:00,Fee,2220.81,Branch,Utility,13233.98,Failed
TXN00001337,ACC0000300,2024-08-01,21:20:00,Credit,14895.01,Online,Salary,13233.98,Failed
TXN00004659,ACC0000300,2024-08-18,14:32:00,ATM Withdrawal,5017.99,ATM,Rent,13233.98,Pending
TXN00003701,ACC0000300,2024-09-04,18:53:00,Interest,8474.78,Branch,Investment,21708.76,Completed
TXN00004053,ACC0000301,2022-10-14,19:48:00,Debit,5323.71,Mobile,Utility,9630.82,Completed
TXN00004219,ACC0000301,2023-07-21,11:41:00,Debit,8185.31,Online,Utility,1445.51,Completed
TXN00002151,ACC0000301,2024-05-14,10:06:00,ATM Withdrawal,1262.51,ATM,Utility,183.0,Completed
TXN00002996,ACC0000301,2024-05-31,22:56:00,Interest,11768.14,Online,Investment,183.0,Failed
TXN00000554,ACC0000301,2024-09-21,20:14:00,Fee,73.9,Mobile,Utility,109.1,Completed
TXN00003919,ACC0000301,2024-12-15,11:39:00,ATM Withdrawal,501.58,ATM,Utility,109.1,Pending
TXN00000126,ACC0000302,2022-01-23,11:39:00,Credit,10952.89,Branch,Refund,65158.13,Completed
TXN00002532,ACC0000302,2022-09-26,15:01:00,Credit,10397.78,Mobile,Refund,65158.13,Failed
TXN00001145,ACC0000302,2022-12-01,21:43:00,Debit,9609.82,Online,Rent,65158.13,Pending
TXN00002734,ACC0000302,2023-04-06,17:14:00,Transfer,187.24,Online,Rent,65158.13,Failed
TXN00001081,ACC0000302,2024-05-03,11:12:00,Debit,10693.77,Mobile,Rent,54464.36,Completed
TXN00000501,ACC0000302,2024-09-01,19:42:00,Fee,800.81,Branch,Utility,54464.36,Failed
TXN00000494,ACC0000302,2024-09-29,13:39:00,Credit,11717.61,Mobile,Salary,66181.97,Completed
TXN00004378,ACC0000302,2024-11-20,21:42:00,ATM Withdrawal,4361.92,ATM,Purchase,66181.97,Failed
TXN00004623,ACC0000303,2023-10-31,13:44:00,Fee,11327.21,Mobile,Utility,6727.16,Completed
TXN00003179,ACC0000303,2024-03-03,13:56:00,Debit,12111.18,Online,Rent,6727.16,Pending
TXN00004479,ACC0000303,2024-04-02,20:17:00,Transfer,666.33,Wire Transfer,Transfer,6727.16,Failed
TXN00004491,ACC0000303,2024-04-20,17:40:00,Transfer,6277.89,Wire Transfer,Rent,449.27,Completed
TXN00002891,ACC0000303,2024-05-16,13:34:00,Credit,8810.08,Mobile,Salary,9259.35,Completed
TXN00002181,ACC0000303,2024-11-03,20:12:00,Interest,767.68,Online,Investment,10027.03,Completed
TXN00003176,ACC0000304,2023-03-16,9:16:00,Interest,11688.4,Branch,Investment,90111.79,Completed
TXN00002207,ACC0000304,2023-05-19,20:57:00,Debit,5721.23,Online,Rent,90111.79,Pending
TXN00004427,ACC0000304,2023-08-30,12:08:00,Debit,6118.8,Online,Purchase,83992.99,Completed
TXN00004691,ACC0000304,2023-11-15,9:20:00,Credit,13990.24,Online,Refund,83992.99,Failed
TXN00004284,ACC0000304,2024-02-21,21:11:00,Transfer,625.67,Online,Investment,83992.99,Failed
TXN00004520,ACC0000304,2024-08-23,22:12:00,Transfer,12051.56,Online,Investment,83992.99,Failed
TXN00003999,ACC0000305,2022-04-16,15:52:00,ATM Withdrawal,2823.7,ATM,Utility,13248.56,Completed
TXN00000068,ACC0000305,2023-04-01,12:23:00,Debit,14097.47,Mobile,Utility,13248.56,Failed
TXN00001552,ACC0000305,2023-04-22,11:04:00,Transfer,3344.57,Wire Transfer,Transfer,9903.99,Completed
TXN00003976,ACC0000305,2023-08-22,17:14:00,Transfer,12392.55,Online,Rent,9903.99,Pending
TXN00002188,ACC0000305,2023-11-17,10:08:00,Transfer,6630.86,Wire Transfer,Investment,9903.99,Pending
TXN00004959,ACC0000305,2024-05-31,19:51:00,ATM Withdrawal,8006.94,ATM,Rent,9903.99,Pending
TXN00001479,ACC0000305,2024-07-31,8:04:00,Transfer,5389.09,Online,Investment,9903.99,Failed
TXN00002504,ACC0000306,2020-11-19,21:32:00,Debit,139.75,POS,Purchase,4077.16,Pending
TXN00002836,ACC0000306,2021-06-24,19:44:00,Fee,2855.2,Branch,Utility,4077.16,Pending
TXN00001315,ACC0000306,2022-06-08,14:17:00,Transfer,4917.34,Online,Transfer,4077.16,Failed
TXN00003396,ACC0000306,2023-05-10,13:16:00,Interest,12329.95,Online,Investment,4077.16,Pending
TXN00002147,ACC0000307,2023-05-26,20:38:00,Transfer,5942.33,Branch,Rent,5550.06,Pending
TXN00000466,ACC0000307,2023-06-24,17:11:00,Credit,2726.54,Branch,Salary,5550.06,Pending
TXN00002295,ACC0000307,2023-07-27,12:52:00,Credit,14987.16,Branch,Refund,20537.22,Completed
TXN00004108,ACC0000307,2024-02-04,22:45:00,Debit,14528.32,POS,Rent,20537.22,Failed
TXN00000181,ACC0000307,2024-05-29,10:00:00,Debit,4680.45,Online,Purchase,20537.22,Pending
TXN00001701,ACC0000307,2024-12-03,19:16:00,Credit,10713.87,Branch,Salary,31251.09,Completed
TXN00003167,ACC0000308,2022-07-07,14:58:00,ATM Withdrawal,11004.95,ATM,Rent,27190.68,Failed
TXN00002387,ACC0000308,2023-05-08,15:49:00,Credit,6824.81,Mobile,Investment,27190.68,Failed
TXN00003531,ACC0000308,2023-08-21,10:44:00,ATM Withdrawal,10253.5,ATM,Rent,27190.68,Failed
TXN00001533,ACC0000308,2023-08-26,15:24:00,Credit,14699.47,Branch,Refund,41890.15,Completed
TXN00002040,ACC0000308,2023-09-28,19:07:00,Transfer,9152.43,Online,Investment,41890.15,Pending
TXN00004619,ACC0000309,2022-05-25,17:47:00,Fee,10467.77,Mobile,Utility,18155.35,Pending
TXN00002892,ACC0000309,2023-01-07,13:44:00,Transfer,1454.94,Online,Rent,18155.35,Failed
TXN00002545,ACC0000309,2023-07-10,19:56:00,ATM Withdrawal,6363.72,ATM,Purchase,11791.63,Completed
TXN00004092,ACC0000309,2023-07-28,9:50:00,Fee,11568.33,Mobile,Utility,11791.63,Failed
TXN00002923,ACC0000309,2024-01-09,12:54:00,Debit,12871.33,POS,Purchase,11791.63,Failed
TXN00004344,ACC0000309,2024-07-06,15:38:00,ATM Withdrawal,4215.47,ATM,Utility,11791.63,Pending
TXN00000829,ACC0000309,2024-09-29,11:30:00,Transfer,3937.35,Wire Transfer,Investment,11791.63,Pending
TXN00000050,ACC0000310,2022-01-26,13:54:00,ATM Withdrawal,12211.39,ATM,Utility,44559.87,Pending
TXN00000660,ACC0000310,2022-06-08,20:21:00,Credit,13012.21,Mobile,Refund,44559.87,Pending
TXN00001550,ACC0000310,2022-12-05,11:53:00,Fee,7840.72,Branch,Utility,44559.87,Pending
TXN00002331,ACC0000310,2023-01-16,9:14:00,ATM Withdrawal,7757.15,ATM,Utility,36802.72,Completed
TXN00001590,ACC0000310,2023-07-24,16:39:00,Fee,692.22,Branch,Utility,36110.5,Completed
TXN00003220,ACC0000310,2024-02-01,17:54:00,Interest,7512.7,Online,Investment,36110.5,Pending
TXN00004544,ACC0000310,2024-08-02,8:13:00,ATM Withdrawal,4383.82,ATM,Rent,31726.68,Completed
TXN00003184,ACC0000311,2022-04-18,13:50:00,ATM Withdrawal,2603.14,ATM,Purchase,25924.93,Completed
TXN00002773,ACC0000311,2023-02-23,15:33:00,Credit,11654.65,Online,Investment,25924.93,Failed
TXN00000849,ACC0000311,2024-01-10,8:27:00,Fee,3004.76,Branch,Utility,25924.93,Pending
TXN00002063,ACC0000311,2024-06-03,21:51:00,Transfer,14173.17,Online,Transfer,11751.76,Completed
TXN00004361,ACC0000312,2024-06-08,21:26:00,Interest,13103.79,Online,Investment,3435.21,Pending
TXN00003031,ACC0000312,2024-06-22,20:37:00,Credit,5153.76,Branch,Salary,8588.97,Completed
TXN00000076,ACC0000312,2024-06-26,18:17:00,Transfer,5848.32,Branch,Rent,2740.65,Completed
TXN00001472,ACC0000312,2024-09-17,10:13:00,Transfer,170.45,Mobile,Investment,2740.65,Pending
TXN00002691,ACC0000312,2024-10-25,8:45:00,Debit,10899.72,POS,Purchase,2740.65,Pending
TXN00004497,ACC0000313,2022-03-14,21:01:00,Debit,6289.26,Mobile,Purchase,2861.57,Pending
TXN00004232,ACC0000313,2022-07-03,17:22:00,Debit,1801.58,Online,Purchase,1059.99,Completed
TXN00004013,ACC0000313,2022-07-25,16:38:00,ATM Withdrawal,7232.72,ATM,Purchase,1059.99,Pending
TXN00000129,ACC0000313,2022-08-05,22:12:00,Interest,1199.02,Branch,Investment,1059.99,Failed
TXN00002819,ACC0000313,2022-08-07,15:48:00,Transfer,553.48,Branch,Investment,506.51,Completed
TXN00004846,ACC0000313,2022-11-22,9:17:00,Transfer,13124.27,Mobile,Rent,506.51,Failed
TXN00004712,ACC0000313,2024-03-15,12:17:00,Debit,236.0,Mobile,Utility,270.51,Completed
TXN00003061,ACC0000313,2024-05-18,14:06:00,Debit,12514.35,POS,Utility,270.51,Failed
TXN00003908,ACC0000313,2024-09-12,13:56:00,Fee,9089.02,Branch,Utility,270.51,Failed
TXN00004925,ACC0000313,2024-10-28,18:11:00,Fee,12197.76,Online,Utility,270.51,Failed
TXN00001346,ACC0000314,2022-03-03,11:23:00,Interest,14197.1,Branch,Investment,5839.17,Pending
TXN00003709,ACC0000314,2022-07-05,22:59:00,Credit,8471.61,Branch,Salary,5839.17,Failed
TXN00000157,ACC0000314,2023-11-02,20:00:00,ATM Withdrawal,10221.93,ATM,Purchase,5839.17,Failed
TXN00003896,ACC0000314,2024-02-22,11:56:00,Credit,3604.3,Mobile,Refund,5839.17,Pending
TXN00000783,ACC0000315,2022-01-28,13:07:00,Fee,8819.41,Branch,Utility,1600.69,Failed
TXN00000367,ACC0000315,2022-03-21,10:54:00,Transfer,12618.77,Online,Transfer,1600.69,Failed
TXN00001924,ACC0000315,2022-12-17,18:05:00,ATM Withdrawal,10789.63,ATM,Purchase,1600.69,Pending
TXN00004796,ACC0000315,2023-01-31,13:42:00,Credit,11272.08,Branch,Refund,1600.69,Pending
TXN00001114,ACC0000315,2023-02-21,19:07:00,Transfer,11423.4,Wire Transfer,Investment,1600.69,Failed
TXN00001304,ACC0000315,2023-10-15,8:52:00,Debit,14617.25,Online,Utility,1600.69,Pending
TXN00004085,ACC0000315,2023-11-25,19:48:00,Interest,7727.99,Online,Investment,1600.69,Pending
TXN00003971,ACC0000315,2024-11-06,12:32:00,Credit,12779.87,Mobile,Refund,1600.69,Pending
TXN00004168,ACC0000316,2022-10-26,18:05:00,Transfer,13316.93,Online,Investment,6378.13,Failed
TXN00000989,ACC0000316,2023-09-14,9:48:00,ATM Withdrawal,3735.6,ATM,Purchase,2642.53,Completed
TXN00000295,ACC0000316,2023-12-17,11:27:00,Transfer,2427.43,Online,Rent,215.1,Completed
TXN00004831,ACC0000316,2024-01-20,10:12:00,Debit,10608.7,Mobile,Utility,215.1,Failed
TXN00004542,ACC0000316,2024-09-29,17:19:00,ATM Withdrawal,10754.54,ATM,Purchase,215.1,Pending
TXN00000067,ACC0000316,2024-10-08,12:41:00,Interest,8027.39,Branch,Investment,8242.49,Completed
TXN00001310,ACC0000316,2024-10-09,13:18:00,Debit,3473.28,POS,Rent,4769.21,Completed
TXN00004880,ACC0000317,2022-11-30,20:04:00,Fee,1982.76,Branch,Utility,38174.87,Completed
TXN00004107,ACC0000317,2022-12-19,15:18:00,Fee,6987.56,Online,Utility,38174.87,Pending
TXN00001611,ACC0000317,2023-03-09,21:47:00,Credit,12374.29,Branch,Investment,38174.87,Pending
TXN00002649,ACC0000317,2023-10-19,20:58:00,Transfer,2603.68,Online,Transfer,35571.19,Completed
TXN00001988,ACC0000317,2023-11-30,21:04:00,Credit,6645.49,Branch,Salary,42216.68,Completed
TXN00000383,ACC0000317,2024-02-14,14:22:00,Interest,3971.35,Branch,Investment,42216.68,Pending
TXN00002624,ACC0000317,2024-08-26,10:48:00,ATM Withdrawal,13744.56,ATM,Utility,28472.12,Completed
TXN00002600,ACC0000318,2024-01-26,9:26:00,Credit,13902.29,Mobile,Investment,31576.12,Pending
TXN00001781,ACC0000318,2024-04-04,16:30:00,Debit,373.36,Mobile,Utility,31202.76,Completed
TXN00003506,ACC0000318,2024-05-01,11:01:00,Transfer,3039.72,Wire Transfer,Investment,28163.04,Completed
TXN00000862,ACC0000318,2024-05-08,14:23:00,Transfer,8511.54,Branch,Rent,28163.04,Pending
TXN00002999,ACC0000318,2024-06-12,8:23:00,Debit,13525.79,Online,Utility,28163.04,Failed
TXN00003730,ACC0000318,2024-06-16,22:03:00,Interest,685.54,Branch,Investment,28163.04,Pending
TXN00003651,ACC0000318,2024-07-07,21:28:00,Credit,496.8,Online,Salary,28659.84,Completed
TXN00003622,ACC0000318,2024-08-21,18:47:00,Interest,2992.57,Online,Investment,28659.84,Failed
TXN00003258,ACC0000318,2024-10-24,10:16:00,Credit,1909.81,Online,Refund,28659.84,Pending
TXN00002832,ACC0000318,2024-11-25,16:39:00,ATM Withdrawal,11432.1,ATM,Utility,17227.74,Completed
TXN00003666,ACC0000319,2022-03-02,14:19:00,Transfer,3604.9,Wire Transfer,Rent,15430.4,Failed
TXN00002848,ACC0000319,2022-11-03,12:25:00,Debit,11691.54,Online,Rent,15430.4,Pending
TXN00000097,ACC0000319,2023-02-23,14:41:00,Transfer,5740.35,Branch,Transfer,15430.4,Pending
TXN00004257,ACC0000319,2024-03-09,13:28:00,Fee,7922.34,Online,Utility,15430.4,Failed
TXN00004648,ACC0000319,2024-06-11,15:14:00,ATM Withdrawal,12907.97,ATM,Purchase,15430.4,Failed
TXN00004729,ACC0000320,2022-04-22,16:37:00,Fee,1497.92,Mobile,Utility,7214.29,Pending
TXN00001773,ACC0000320,2022-08-20,18:18:00,Debit,11239.28,Mobile,Rent,7214.29,Pending
TXN00000720,ACC0000320,2023-06-14,22:10:00,Debit,12052.87,POS,Purchase,7214.29,Failed
TXN00002364,ACC0000320,2023-09-16,17:19:00,Credit,6129.0,Branch,Refund,13343.29,Completed
TXN00000659,ACC0000320,2023-11-05,14:40:00,Credit,13532.74,Branch,Investment,13343.29,Failed
TXN00000830,ACC0000320,2024-08-16,20:24:00,Interest,4288.4,Branch,Investment,17631.69,Completed
TXN00003547,ACC0000320,2024-09-20,8:07:00,Transfer,12980.4,Mobile,Rent,17631.69,Failed
TXN00001519,ACC0000320,2024-10-19,8:35:00,ATM Withdrawal,467.3,ATM,Utility,17631.69,Failed
TXN00000594,ACC0000321,2022-07-06,18:33:00,Transfer,9017.35,Online,Investment,2643.26,Failed
TXN00004615,ACC0000321,2022-07-24,16:04:00,Fee,1527.17,Mobile,Utility,1116.09,Completed
TXN00003341,ACC0000321,2022-12-04,10:05:00,Debit,2495.23,POS,Purchase,1116.09,Failed
TXN00004327,ACC0000321,2024-03-23,22:21:00,ATM Withdrawal,764.9,ATM,Rent,351.19,Completed
TXN00002531,ACC0000321,2024-06-03,19:42:00,Credit,14387.8,Branch,Investment,351.19,Failed
TXN00002407,ACC0000321,2024-07-01,14:52:00,ATM Withdrawal,14495.2,ATM,Purchase,351.19,Failed
TXN00000996,ACC0000321,2024-11-27,13:30:00,Interest,11842.22,Online,Investment,351.19,Failed
TXN00001727,ACC0000322,2022-01-12,10:26:00,Transfer,9971.49,Branch,Transfer,25213.09,Completed
TXN00004969,ACC0000322,2022-08-13,16:25:00,Transfer,14273.41,Branch,Transfer,10939.68,Completed
TXN00000388,ACC0000322,2022-08-23,22:00:00,Debit,10702.72,Online,Utility,236.96,Completed
TXN00002170,ACC0000322,2023-12-12,19:18:00,Transfer,10943.71,Mobile,Transfer,236.96,Failed
